1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,2,2,2
-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1
0.4,0.3624161073825503,0.29213483146067415,0.2962962962962963,0.4881889763779528,0.4205607476635514,0.7333333333333333,0.6136363636363636,0.6923076923076923,0.5,0.6260504201680672,0.5714285714285714,0.5,0.7265625,0.75,0.5,0.7516339869281046,0.75,0.3333333333333333,0.5560165975103735,0.4375,0.3333333333333333,0.766798418972332,0.36363636363636365,0.5,0.7880794701986755,0.6666666666666666,0.5,0.8949579831932774,0.6363636363636364,0.5,0.9344262295081968,0.7142857142857143,0.6666666666666666,0.972972972972973,0.8
0.6,0.6375838926174496,0.7078651685393258,0.7037037037037037,0.5118110236220472,0.5794392523364486,0.26666666666666666,0.38636363636363635,0.3076923076923077,0.5,0.3739495798319328,0.42857142857142855,0.5,0.2734375,0.25,0.5,0.24836601307189543,0.25,0.6666666666666666,0.44398340248962653,0.5625,0.6666666666666666,0.233201581027668,0.6363636363636364,0.5,0.2119205298013245,0.3333333333333333,0.5,0.10504201680672269,0.36363636363636365,0.5,0.06557377049180328,0.2857142857142857,0.3333333333333333,0.02702702702702703,0.2
