0,0,0,1,1,1,2,2,2
-1,0,1,-1,0,1,-1,0,1
0.76,0.1716937354988399,0.7394957983193278,0.8666666666666667,0.14383561643835616,0.848,0.7,0.1623134328358209,0.8095238095238095
0.12,0.27494199535962877,0.05042016806722689,0.03333333333333333,0.2910958904109589,0.024,0.05,0.2835820895522388,0.047619047619047616
0.08,0.27842227378190254,0.12605042016806722,0.06666666666666667,0.2876712328767123,0.08,0.15,0.2798507462686567,0.07936507936507936
0.04,0.27494199535962877,0.08403361344537816,0.03333333333333333,0.2773972602739726,0.048,0.1,0.27425373134328357,0.06349206349206349
